Term	S	tf	df	idf	tf-idf*	tf/S	df/S	(tf*df)/S^2
represent	4507	2317	437	1,013406121	2348,061983	0,514089195	0,096960284	0,049846234
representation	4507	966	131	1,536616262	1484,371309	0,214333259	0,029065897	0,006229789
representative	4507	738	147	1,486570223	1097,088825	0,163745285	0,032615931	0,005340705
reproduction	4507	59	12	2,574706312	151,9076724	0,013090748	0,002662525	3,48544E-05
request	4507	1446	177	1,405914292	2032,952066	0,320834258	0,039272243	0,012599881
require	4507	315	134	1,52678276	480,9365693	0,06989128	0,029731529	0,002077975
reset	4507	670	109	1,61646106	1083,02891	0,148657644	0,024184602	0,003595226
resilient	4507	160	38	2,074103961	331,8566338	0,035500333	0,008431329	0,000299315
resin	4507	412	66	1,834343623	755,7495725	0,091413357	0,014643887	0,001338647
resolution	4507	2389	328	1,138013714	2718,714764	0,530064344	0,072775682	0,038575794
respective	4507	3996	662	0,833029569	3328,786156	0,886620812	0,146882627	0,130229194
response	4507	4185	837	0,7311621	3059,913389	0,92855558	0,185711116	0,172443093
responsive	4507	1003	213	1,325507955	1329,484478	0,222542711	0,047259818	0,010517328
restrict	4507	479	81	1,745402539	836,0478163	0,106279121	0,017972043	0,001910053
retract	4507	316	68	1,821378645	575,5556519	0,070113157	0,015087641	0,001057842
retractable	4507	104	22	2,311464877	240,3923472	0,023075216	0,004881296	0,000112637
retrieve	4507	240	72	1,796555062	431,1732148	0,053250499	0,01597515	0,000850685
reverse	4507	327	76	1,773073966	579,7951868	0,072553805	0,016862658	0,00122345
rigid	4507	500	82	1,740073706	870,0368528	0,11093854	0,018193921	0,002018407
ring	4507	2133	220	1,311464877	2797,354583	0,473263812	0,048812958	0,023101406
road	4507	616	63	1,854547009	1142,400957	0,136676281	0,013978256	0,001910496
robot	4507	631	45	2,000675044	1262,425953	0,140004438	0,009984469	0,00139787
roll	4507	553	94	1,680759704	929,4601166	0,122698025	0,020856446	0,002559045
roller	4507	170	20	2,352857562	399,9857856	0,037719104	0,004437542	0,00016738
rolling	4507	519	82	1,740073706	903,0982533	0,115154205	0,018193921	0,002095106
rotary	4507	211	29	2,19148956	462,4042972	0,046816064	0,006434435	0,000301235
rotatable	4507	1073	189	1,377425754	1477,977834	0,238074107	0,041934768	0,009983582
rotatably	4507	386	144	1,495525066	577,2726755	0,085644553	0,0319503	0,002736369
rotate	4507	2863	458	0,99302208	2843,022215	0,63523408	0,101619703	0,064552298
rotation	4507	3192	452	0,998749123	3188,007201	0,70823164	0,10028844	0,071027446
rotational	4507	1032	150	1,477796299	1525,085781	0,228977147	0,033281562	0,007620717
rotor	4507	122	17	2,423438637	295,6595137	0,027069004	0,00377191	0,000102102
rule	4507	295	34	2,122408641	626,1105491	0,065453739	0,007543821	0,000493771
sample	4507	1693	160	1,449767575	2454,456505	0,375637897	0,035500333	0,01333527
satisfy	4507	1172	223	1,305582695	1530,142919	0,260039938	0,049478589	0,012866409
scale	4507	843	135	1,52355379	1284,355845	0,187042379	0,029953406	0,005602556
scan	4507	926	104	1,636854219	1515,727007	0,205458176	0,023075216	0,004740992
scanner	4507	343	34	2,122408641	727,9861639	0,076103838	0,007543821	0,000574114
scene	4507	4736	451	0,999711016	4734,631373	1,050809851	0,100066563	0,10515093
score	4507	372	40	2,051827567	763,2798548	0,082538274	0,008875083	0,000732534
screen	4507	2554	317	1,152828296	2944,323468	0,566674063	0,070335034	0,03985704
screw	4507	1024	160	1,449767575	1484,561997	0,22720213	0,035500333	0,008065751
seal	4507	880	141	1,504668445	1324,108232	0,19525183	0,031284668	0,006108389
search	4507	818	102	1,645287386	1345,845082	0,181495452	0,022631462	0,004107507
seat	4507	518	82	1,740073706	901,3581795	0,114932327	0,018193921	0,00209107
secure	4507	1683	307	1,166749183	1963,638874	0,373419126	0,068116264	0,025435916
security	4507	707	69	1,815038467	1283,232196	0,156867096	0,015309519	0,00240156
segment	4507	2232	164	1,43904371	3211,945561	0,495229643	0,036387841	0,018020338
select	4507	5999	980	0,662661482	3975,306233	1,331040604	0,217439538	0,289420855
selectable	4507	226	52	1,937884214	437,9618325	0,05014422	0,011537608	0,000578544
selection	4507	1109	255	1,247347378	1383,308242	0,246061682	0,056578655	0,013921839
selector	4507	138	29	2,19148956	302,4255593	0,030619037	0,006434435	0,000197016
semiconductor	4507	2087	152	1,47204397	3072,155766	0,463057466	0,033725316	0,015616759
send	4507	1085	252	1,252487017	1358,948414	0,240736632	0,055913024	0,013460313
sense	4507	2766	400	1,051827567	2909,35505	0,613712004	0,088750832	0,054467451
sensitive	4507	372	61	1,868557723	695,103473	0,082538274	0,013534502	0,001117114
sensitivity	4507	414	67	1,827812755	756,7144807	0,091857111	0,014865764	0,001365526
sensor	4507	22534	1850	0,38671583	8714,254506	4,999778123	0,410472598	2,052271916
separate	4507	1197	475	0,977193948	1169,701156	0,265586865	0,105391613	0,027990628
separation	4507	174	54	1,921493798	334,3399209	0,038606612	0,011981362	0,00046256
sequence	4507	1737	237	1,279139212	2221,864811	0,385400488	0,052584868	0,020266234
sequential	4507	187	37	2,085685834	390,023251	0,041491014	0,008209452	0,000340618
serial	4507	360	52	1,937884214	697,6383172	0,079875749	0,011537608	0,000921575
series	4507	653	111	1,608564579	1050,39267	0,144885733	0,024628356	0,003568297
server	4507	971	136	1,52034865	1476,258539	0,215442645	0,030175283	0,006501043
service	4507	399	64	1,847707584	737,2353261	0,088528955	0,014200133	0,001257123
setting	4507	3633	439	1,011423038	3674,499896	0,806079432	0,097404038	0,078515392
shade	4507	321	37	2,085685834	669,5051527	0,071222543	0,008209452	0,000584698
shaft	4507	918	118	1,582005551	1452,281096	0,20368316	0,026181495	0,00533273
shake	4507	758	80	1,750797571	1327,104559	0,168182827	0,017750166	0,002985273
shape	4507	2925	812	0,744331529	2177,169722	0,648990459	0,180164189	0,11692484
share	4507	648	124	1,560465873	1011,181886	0,143776348	0,027512758	0,003955684
sharpness	4507	222	34	2,122408641	471,1747183	0,049256712	0,007543821	0,000371584
sheet	4507	270	53	1,929611688	520,9951559	0,059906812	0,011759485	0,000704473
shell	4507	231	30	2,176766303	502,8330161	0,051253606	0,006656312	0,00034116
shield	4507	1306	133	1,530035917	1998,226908	0,289771467	0,029509652	0,008551055
shift	4507	1128	205	1,342133697	1513,92681	0,250277346	0,045484801	0,011383815
shoot	4507	474	82	1,740073706	824,7949365	0,105169736	0,018193921	0,00191345
shot	4507	228	46	1,991129726	453,9775776	0,050587974	0,010206346	0,000516318
shoulder	4507	286	42	2,030638268	580,7625446	0,063456845	0,009318837	0,000591344
shutter	4507	1876	189	1,377425754	2584,050714	0,416241402	0,041934768	0,017454987
side	4507	11464	1312	0,535953723	6144,173481	2,543598846	0,291102729	0,740448566
sidewall	4507	417	54	1,921493798	801,2629139	0,092522742	0,011981362	0,001108549
sight	4507	266	45	2,000675044	532,1795618	0,059019303	0,009984469	0,000589276
sign	4507	346	39	2,062822951	713,7367411	0,07676947	0,008653206	0,000664302
signal	4507	17810	1321	0,53298474	9492,458228	3,951630797	0,293099623	1,158221496
signature	4507	275	15	2,477796299	681,3939822	0,061016197	0,003328156	0,000203071
silicon	4507	301	79	1,756260467	528,6344005	0,066785001	0,017528289	0,001170627
similarity	4507	279	47	1,9817897	552,9193263	0,061903705	0,010428223	0,000645546
site	4507	329	44	2,010434882	661,433076	0,072997559	0,009762592	0,000712645
size	4507	2026	535	0,925533776	1875,13143	0,449522964	0,118704238	0,053360281
slave	4507	528	23	2,292159722	1210,260333	0,117151098	0,005103173	0,000597842
sleeve	4507	356	50	1,954917554	695,9506491	0,078988241	0,011093854	0,000876284
slid	4507	260	22	2,311464877	600,9808681	0,057688041	0,004881296	0,000281592
slide	4507	1007	151	1,474910611	1485,234985	0,22343022	0,033503439	0,007485681
slope	4507	203	46	1,991129726	404,1993345	0,045041047	0,010206346	0,000459704
slot	4507	895	137	1,517166991	1357,864457	0,198579987	0,03039716	0,006036268
smart	4507	456	73	1,790564698	816,4975023	0,101175949	0,016197027	0,00163875
socket	4507	384	52	1,937884214	744,1475383	0,085200799	0,011537608	0,000983013
software	4507	451	131	1,536616262	693,0139343	0,100066563	0,029065897	0,002908524
solder	4507	374	49	1,963691478	734,4206128	0,082982028	0,010871977	0,000902179
sound	4507	623	106	1,628581693	1014,606395	0,138229421	0,02351897	0,003251014
source	4507	5193	582	0,888964573	4616,39303	1,152207677	0,129132461	0,148787412
space	4507	3407	742	0,783483653	2669,328805	0,755935212	0,164632793	0,124451726
spacer	4507	438	58	1,890459565	828,0212893	0,097182161	0,012868871	0,001250625
spatial	4507	1235	163	1,441699954	1780,499443	0,274018194	0,036165964	0,009910132
speaker	4507	356	63	1,854547009	660,2187351	0,078988241	0,013978256	0,001104118
specific	4507	1222	229	1,294052076	1581,331637	0,271133792	0,050809851	0,013776268
spectral	4507	1070	102	1,645287386	1760,457503	0,237408476	0,022631462	0,005372901
spectrum	4507	252	66	1,834343623	462,2545929	0,055913024	0,014643887	0,000818784
speed	4507	1826	246	1,262952451	2306,151175	0,405147548	0,054581762	0,022113667
split	4507	177	50	1,954917554	346,020407	0,039272243	0,011093854	0,000435681
splitter	4507	179	24	2,273676316	406,9880606	0,039715997	0,00532505	0,00021149
spot	4507	342	45	2,000675044	684,2308651	0,075881961	0,009984469	0,000757641
spring	4507	1504	197	1,359421332	2044,569683	0,333703128	0,043709785	0,014586092
square	4507	393	113	1,600809115	629,117982	0,087197692	0,02507211	0,00218623
stabilization	4507	621	91	1,694846166	1052,499469	0,137785667	0,020190814	0,002782005
stabilize	4507	334	61	1,868557723	624,0982795	0,074106945	0,013534502	0,001003001
stabilizer	4507	393	29	2,19148956	861,2553971	0,087197692	0,006434435	0,000561068
stack	4507	781	121	1,571102188	1227,030809	0,173286	0,026847127	0,004652231
stage	4507	510	58	1,890459565	964,1343779	0,113157311	0,012868871	0,001456207
stand	4507	384	56	1,905699531	731,7886199	0,085200799	0,012425116	0,00105863
standard	4507	447	114	1,596982707	713,8512699	0,099179055	0,025293987	0,002508634
start	4507	1403	260	1,23891421	1738,196637	0,311293543	0,057688041	0,017957915
station	4507	489	48	1,972646321	964,6240508	0,108497892	0,0106501	0,001155513
stationary	4507	601	106	1,628581693	978,7775974	0,133348125	0,02351897	0,003136211
status	4507	697	96	1,671616325	1165,116579	0,154648325	0,0213002	0,00329404
steer	4507	561	59	1,883035546	1056,382942	0,124473042	0,013090748	0,001629445
stereo	4507	925	99	1,658252363	1533,883436	0,205236299	0,021965831	0,004508186
stereoscopic	4507	785	66	1,834343623	1439,959744	0,174173508	0,014643887	0,002550577
stitch	4507	827	79	1,756260467	1452,427406	0,183492345	0,017528289	0,003216307
storage	4507	3326	683	0,819466854	2725,546758	0,737963168	0,151542046	0,111832448
store	4507	5399	1332	0,529383333	2858,140616	1,197914355	0,295540271	0,354031933
straight	4507	369	92	1,690099731	623,6468006	0,081872643	0,020412691	0,001671241
strap	4507	455	40	2,051827567	933,5815429	0,100954071	0,008875083	0,000895976
stream	4507	2732	189	1,377425754	3763,12716	0,606168183	0,041934768	0,025419522
strobe	4507	75	12	2,574706312	193,1029734	0,016640781	0,002662525	4,43065E-05
structure	4507	4686	485	0,968145819	4536,73131	1,039715997	0,107610384	0,111884238
subject	4507	2893	331	1,134059564	3280,83432	0,641890393	0,073441314	0,047141274
subsequent	4507	714	160	1,449767575	1035,134049	0,158420235	0,035500333	0,005623971
subset	4507	1098	136	1,52034865	1669,342817	0,243621034	0,030175283	0,007351334
substrate	4507	4260	356	1,10243756	4696,384006	0,945196361	0,078988241	0,074659398
subsystem	4507	272	29	2,19148956	596,0851604	0,060350566	0,006434435	0,000388322
successive	4507	214	47	1,9817897	424,1029958	0,047481695	0,010428223	0,00049515
superimpose	4507	188	52	1,937884214	364,3222323	0,041712891	0,011537608	0,000481267
supply	4507	2000	302	1,173880615	2347,76123	0,44375416	0,067006878	0,029734581
support	4507	6417	748	0,77998596	5005,169907	1,423785223	0,165964056	0,23629717
surface	4507	19399	1602	0,449225046	8714,516674	4,304193477	0,355447082	1,529913013
surround	4507	1013	366	1,090406473	1104,581757	0,224761482	0,081207011	0,018252208
surveillance	4507	1082	90	1,699645049	1839,015943	0,240071001	0,019968937	0,004793963
suspension	4507	468	50	1,954917554	914,9014151	0,103838473	0,011093854	0,001151969
switch	4507	2607	358	1,100004531	2867,711813	0,578433548	0,079431995	0,04594613
symbol	4507	319	28	2,206729527	703,946719	0,070778789	0,006212558	0,000439717
synchronization	4507	658	92	1,690099731	1112,085623	0,145995119	0,020412691	0,002980153
synchronize	4507	464	127	1,550083837	719,2389004	0,102950965	0,028178389	0,002900992
synthesize	4507	430	66	1,834343623	788,7677577	0,095407144	0,014643887	0,001397131
system	4507	29203	2379	0,277493116	8103,631468	6,47947637	0,527845574	3,420162921
table	4507	576	91	1,694846166	976,2313915	0,127801198	0,020190814	0,00258041
target	4507	5698	369	1,086861192	6192,935072	1,264255602	0,081872643	0,103507947
technique	4507	319	151	1,474910611	470,4964848	0,070778789	0,033503439	0,002371333
telephoto	4507	400	50	1,954917554	781,9670215	0,088750832	0,011093854	0,000984589
television	4507	308	26	2,23891421	689,5855767	0,068338141	0,005768804	0,000394229
temperature	4507	1440	153	1,469196127	2115,642423	0,319502995	0,033947193	0,01084623
template	4507	266	26	2,23891421	595,5511799	0,059019303	0,005768804	0,000340471
terahertz	4507	488	10	2,653887558	1295,097128	0,108276015	0,002218771	0,00024024
terminal	4507	3413	278	1,209842762	4129,193347	0,757266474	0,061681828	0,046709581
test	4507	1069	88	1,709404886	1827,353823	0,237186599	0,019525183	0,004631112
text	4507	564	61	1,868557723	1053,866556	0,125138673	0,013534502	0,00169369
thereon	4507	592	328	1,138013714	673,7041189	0,131351231	0,072775682	0,009559175
thermal	4507	898	112	1,604669535	1440,993243	0,199245618	0,024850233	0,0049513
thickness	4507	706	223	1,305582695	921,7413827	0,156645219	0,049478589	0,007750584
thin	4507	340	67	1,827812755	621,4563368	0,075438207	0,014865764	0,001121447
thread	4507	1086	160	1,449767575	1574,447587	0,240958509	0,035500333	0,008554107
threshold	4507	3472	499	0,955787012	3318,492507	0,770357222	0,110716663	0,085291381
thumbnail	4507	200	26	2,23891421	447,782842	0,044375416	0,005768804	0,000255993
tilt	4507	1927	270	1,222523794	2355,803351	0,427557133	0,059906812	0,025613585
time	4507	9475	1273	0,549059154	5202,335488	2,102285334	0,282449523	0,59378949
timer	4507	364	32	2,14873758	782,140479	0,080763257	0,007100067	0,000573425
tone	4507	97	17	2,423438637	235,0735478	0,021522077	0,00377191	8,11793E-05
tool	4507	327	68	1,821378645	595,590817	0,072553805	0,015087641	0,001094666
tooth	4507	219	41	2,041103701	447,0017106	0,048591081	0,00909696	0,000442031
total	4507	627	163	1,441699954	903,9458709	0,139116929	0,036165964	0,005031298
touch	4507	1560	145	1,492519556	2328,330507	0,346128245	0,032172177	0,011135699
trace	4507	315	49	1,963691478	618,5628156	0,06989128	0,010871977	0,000759856
track	4507	3187	361	1,096380356	3494,164195	0,707122254	0,080097626	0,056638814
traffic	4507	516	48	1,972646321	1017,885501	0,114488573	0,0106501	0,001219315
trailer	4507	322	17	2,423438637	780,347241	0,07144442	0,00377191	0,000269482
train	4507	509	68	1,821378645	927,0817305	0,112935434	0,015087641	0,001703929
trajectory	4507	498	55	1,913524869	952,9353846	0,110494786	0,012203239	0,001348394
transceiver	4507	369	57	1,898012702	700,3666872	0,081872643	0,012646994	0,001035443
transfer	4507	1789	281	1,205181238	2156,069235	0,396938096	0,06234746	0,024748082
transform	4507	644	111	1,608564579	1035,915589	0,14288884	0,024628356	0,003519117
transformation	4507	609	92	1,690099731	1029,270736	0,135123142	0,020412691	0,002758227
transistor	4507	2450	107	1,62450378	3980,034262	0,543598846	0,023740848	0,012905497
transition	4507	603	93	1,68540461	1016,29898	0,133791879	0,020634568	0,002760738
transitory	4507	2318	729	0,79116003	1833,908949	0,514311072	0,161748391	0,083188989
translation	4507	539	76	1,773073966	955,6868676	0,119591746	0,016862658	0,002016635
transmission	4507	1570	241	1,271870515	1996,836709	0,348347016	0,053472376	0,018626943
transmit	4507	4121	751	0,778247621	3207,158446	0,914355447	0,166629687	0,152358762
transmitter	4507	512	109	1,61646106	827,6280628	0,113601065	0,024184602	0,002747397
transparent	4507	1777	215	1,321449098	2348,215047	0,394275571	0,047703572	0,018808353
travel	4507	710	125	1,556977545	1105,454057	0,157532727	0,027734635	0,004369113
trigger	4507	1009	166	1,43377947	1446,683485	0,223873974	0,036831595	0,008245636
tripod	4507	252	41	2,041103701	514,3581327	0,055913024	0,00909696	0,000508639
tube	4507	1011	75	1,778826295	1798,393384	0,224317728	0,016640781	0,003732822
turn	4507	1094	220	1,311464877	1434,742576	0,242733526	0,048812958	0,011848541
type	4507	1497	230	1,292159722	1934,363104	0,332149989	0,051031728	0,016950188
unit	4507	21139	1393	0,509936442	10779,54644	4,690259596	0,309074773	1,449640918
update	4507	1036	176	1,40837489	1459,076386	0,229864655	0,039050366	0,008976299
upper	4507	3048	457	0,993971358	3029,624699	0,67628134	0,101397826	0,068573457
user	4507	9082	985	0,660451328	5998,218957	2,015087641	0,218548924	0,440395236
utilize	4507	630	209	1,333741272	840,2570013	0,13978256	0,04637231	0,00648204
variable	4507	632	123	1,563982447	988,4369063	0,140226315	0,027290881	0,0038269
variation	4507	439	95	1,676163953	735,8359753	0,097404038	0,021078323	0,002053114
vary	4507	481	166	1,43377947	689,6479251	0,106722876	0,036831595	0,003930774
vector	4507	1314	123	1,563982447	2055,072935	0,291546483	0,027290881	0,00795656
vehicle	4507	9954	526	0,932901814	9286,104656	2,208564455	0,116707344	0,257755692
vehicular	4507	429	30	2,176766303	933,8327441	0,095185267	0,006656312	0,000633583
velocity	4507	532	82	1,740073706	925,7192114	0,118038607	0,018193921	0,002147585
version	4507	369	39	2,062822951	761,1816689	0,081872643	0,008653206	0,000708461
vertical	4507	1989	376	1,078699713	2145,533729	0,441313512	0,083425782	0,036816925
vibration	4507	396	55	1,913524869	757,755848	0,087863324	0,012203239	0,001072217
video	4507	15194	817	0,741665502	11268,86563	3,371200355	0,181273574	0,611109539
view	4507	10025	1155	0,591305574	5927,838378	2,224317728	0,256268028	0,570021517
viewfinder	4507	954	78	1,761792955	1680,750479	0,211670734	0,017306412	0,003663261
viewpoint	4507	571	55	1,913524869	1092,6227	0,126691813	0,012203239	0,001546051
virtual	4507	2385	193	1,368330249	3263,467644	0,529176836	0,042822276	0,022660557
visible	4507	1203	243	1,268281284	1525,742385	0,266918127	0,05391613	0,014391193
vision	4507	1412	126	1,553517013	2193,566022	0,313290437	0,027956512	0,008758508
visual	4507	1665	209	1,333741272	2220,679218	0,369425338	0,04637231	0,017131106
voice	4507	625	103	1,641050333	1025,656458	0,138673175	0,022853339	0,003169145
voltage	4507	2184	197	1,359421332	2968,976189	0,484579543	0,043709785	0,021180868
volume	4507	320	80	1,750797571	560,2552227	0,071000666	0,017750166	0,001260274
wafer	4507	556	53	1,929611688	1072,864099	0,123363657	0,011759485	0,001450693
wall	4507	2106	265	1,230641684	2591,731387	0,467273131	0,058797426	0,027474457
warp	4507	571	50	1,954917554	1116,257923	0,126691813	0,011093854	0,0014055
water	4507	523	73	1,790564698	936,465337	0,116041713	0,016197027	0,001879531
wave	4507	829	64	1,847707584	1531,749587	0,183936099	0,014200133	0,002611917
wavelength	4507	1337	171	1,420891448	1899,731866	0,296649656	0,037940981	0,011255179
wearable	4507	596	52	1,937884214	1154,978992	0,13223874	0,011537608	0,001525719
weight	4507	955	169	1,426000853	1361,830815	0,211892611	0,037497227	0,007945385
wheel	4507	577	73	1,790564698	1033,155831	0,128023075	0,016197027	0,002073593
width	4507	1300	263	1,23393181	1604,111352	0,288440204	0,058353672	0,016831545
window	4507	2416	269	1,224135278	2957,510832	0,536055026	0,059684935	0,031994409
windshield	4507	615	54	1,921493798	1181,718686	0,136454404	0,011981362	0,00163491
wire	4507	2019	274	1,216136995	2455,380593	0,447969825	0,06079432	0,027234021
wireless	4507	2304	258	1,242267852	2862,185131	0,511204793	0,057244287	0,029263554
work	4507	342	72	1,796555062	614,4218311	0,075881961	0,01597515	0,001212226
write	4507	247	35	2,109819514	521,1254199	0,054803639	0,007765698	0,000425588
yoke	4507	496	69	1,815038467	900,2590798	0,110051032	0,015309519	0,001684828
zone	4507	725	64	1,847707584	1339,587998	0,160860883	0,014200133	0,002284246
zoom	4507	3099	285	1,199042698	3715,833321	0,687597071	0,063234968	0,043480179
